	canny	fast	hessian	lbp	shape_index	structure
257	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00652352 -0.04414348 -0.04965735 ..., -0.00308596 -0.0034625
  0.00026039]"	[ 768.    0.    0. ...,   56.   56.   56.]	"[ 0.53373042  0.73006922  0.80997495 ...,  0.66039315  0.6361974
  0.49053598]"	"[ 4.69373236  5.44551765  6.10376089 ...,  0.11719786  0.10144956
  0.08553586]"
258	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00282799 -0.0085791  -0.00633179 ..., -0.02188119 -0.01932127
 -0.00247241]"	[   1.    1.  513. ...,   56.   56.   56.]	"[ 0.58607842  0.76569378  0.74407584 ...,  0.80512303  0.72375844
  0.52827613]"	"[ 0.13455138  0.15315972  0.16830009 ...,  1.26171573  1.12244812
  0.96593098]"
259	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00547145 -0.03447438 -0.03804403 ..., -0.03830319 -0.03472567
 -0.00565523]"	[ 769.  768.  768. ...,   24.    8.    8.]	"[ 0.53637353  0.73102183  0.80576788 ...,  0.80838758  0.73280546
  0.53759715]"	"[ 2.83690323  3.29214918  3.68912049 ...,  3.67150074  3.28279657
  2.83295063]"
260	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00777314 -0.04376924 -0.0462636  ..., -0.00640977 -0.00657706
 -0.00183724]"	[   0.  257.  257. ...,   24.   16.   16.]	"[ 0.54067512  0.73193205  0.79583101 ...,  0.82754326  0.76484728
  0.5742157 ]"	"[ 4.56346851  5.30160587  5.9274187  ...,  0.08628625  0.07980962
  0.07034835]"
261	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.03098705  0.01178855 -0.00160661 ..., -0.01060288 -0.01001642
 -0.0022037 ]"	[ 257.    1.    1. ...,   32.   32.    0.]	"[ 0.2481614   0.38701247  0.52113912 ...,  0.81776695  0.75245752
  0.55544235]"	"[ 1.69385597  2.06785786  2.66722557 ...,  0.25329416  0.2292546
  0.19789871]"
262	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00321204 -0.01854215 -0.02052567 ..., -0.01999615 -0.02186194
 -0.00691232]"	[ 0.  0.  0. ...,  8.  8.  8.]	"[ 0.54088841  0.73738496  0.81497212 ...,  0.89455205  0.8062123
  0.59231136]"	"[ 0.76870722  0.89015101  0.99187663 ...,  0.67579953  0.66270141
  0.63440072]"
263	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00072634 -0.000935   -0.00216503 ..., -0.00259131 -0.0025798
 -0.00049167]"	[ 768.  256.  256. ...,   32.   32.   32.]	"[ 0.41844783  0.60358945  0.76784667 ...,  0.75538642  0.74383078
  0.54805196]"	"[ 0.00965142  0.01227311  0.0148675  ...,  0.02083319  0.01801122
  0.01489749]"
264	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	[-0.0034767  -0.02044411 -0.02279133 ..., -0.03051641 -0.037562   -0.00883672]	[  0.   0.   0. ...,  40.   0.   8.]	"[ 0.53578325  0.71258005  0.78887177 ...,  0.77066519  0.75198872
  0.55611289]"	"[ 1.03458424  1.23323011  1.38137695 ...,  3.53800417  3.25842586
  2.97302581]"
265	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ -4.22616116e-04  -2.24420366e-02  -2.55146211e-02 ...,  -8.25542547e-03
  -6.63180138e-03  -4.73470630e-05]"	[ 769.  769.  769. ...,    8.    8.    8.]	"[ 0.50383224  0.70851377  0.78368423 ...,  0.8110798   0.71565122
  0.50147801]"	[ 1.56278178  1.82388522  2.07365924 ...,  0.18346213  0.160734    0.13808528]
266	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[  6.09956486e-05  -1.92241618e-02  -3.33319411e-02 ...,  -6.24929989e-03
  -6.38045057e-03  -1.90354195e-03]"	[  0.   0.   0. ...,  40.  40.  40.]	"[ 0.49926381  0.72117191  0.90080572 ...,  0.83156867  0.77055599
  0.58176467]"	"[ 0.9220135   1.14657396  1.32649433 ...,  0.08128546  0.07496225
  0.06592366]"
267	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00571208 -0.01916719 -0.01817261 ..., -0.04303829 -0.03884095
 -0.00621495]"	[ 769.  769.  769. ...,   32.   32.   32.]	"[ 0.57300717  0.74749287  0.80253961 ...,  0.80827051  0.73183877
  0.53680273]"	"[ 0.71513256  0.8119354   0.88489879 ...,  4.6353179   4.14158169
  3.57041442]"
268	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00796828 -0.04185228 -0.04347185 ..., -0.00256607 -0.00338975
 -0.0016749 ]"	[   1.    1.  513. ...,    0.    0.    0.]	"[ 0.54537906  0.74069632  0.80333279 ...,  0.70923127  0.74760691
  0.63962378]"	"[ 3.86511715  4.44565736  4.94227018 ...,  0.02476969  0.0221677
  0.01770392]"
269	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00052623 -0.02111238 -0.02381842 ..., -0.00528085 -0.00392064
  0.00094914]"	[ 769.  769.  769. ...,   24.   24.   56.]	"[ 0.50440432  0.67889826  0.73551737 ...,  0.77276475  0.67148467
  0.45965638]"	"[ 1.85481131  2.20521504  2.57413325 ...,  0.09604258  0.08256222
  0.07094018]"
270	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[  1.32604698e-04   7.28519961e-05   4.67459296e-05 ...,  -3.58879169e-02
  -3.14210143e-02  -4.65123843e-03]"	[ 513.  513.  769. ...,    0.    0.    0.]	"[ 0.41974284  0.45894617  0.47519957 ...,  0.80041172  0.72595581
  0.53355578]"	"[  3.04677853e-04   4.23261664e-04   5.96362256e-04 ...,   3.29073770e+00
   2.90181252e+00   2.47157539e+00]"
271	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00554294 -0.01741266 -0.01744713 ..., -0.00208473  0.00127023
  0.00314493]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.59004527  0.78162347  0.85325187 ...,  0.67397549  0.38108668
  0.2135111 ]"	"[ 0.43694606  0.48249677  0.51981631 ...,  0.03189474  0.02311295
  0.01494181]"
272	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00227115 -0.01500148 -0.01666077 ..., -0.0246187  -0.02353532
 -0.00573987]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.5335311   0.72421217  0.79946331 ...,  0.849704    0.77212274
  0.56571664]"	"[ 0.57390082  0.66117257  0.7486222  ...,  1.15295404  1.0652266
  0.93827239]"
273	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00919157 -0.0196466  -0.0068691  ..., -0.04021031 -0.0366692
 -0.00698943]"	[   0.  257.  257. ...,    0.    0.    0.]	"[ 0.64539424  0.85772614  0.6570452  ...,  0.83089995  0.74626251
  0.5465244 ]"	"[ 0.60149437  0.70422851  0.68895202 ...,  3.51392128  3.19046187
  2.78492959]"
274	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00332533 -0.02245004 -0.02548948 ..., -0.01156225 -0.01227612
 -0.00334454]"	[  0.   0.   0. ...,  16.  16.  16.]	"[ 0.533922    0.73143522  0.81709007 ...,  0.76045993  0.73728459
  0.56542798]"	"[ 1.18027589  1.36993035  1.52409155 ...,  0.46346623  0.40396686
  0.35134046]"
275	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.0037656  -0.00722445 -0.01540957 ..., -0.02128234 -0.02083144
 -0.00424631]"	[ 769.  769.  257. ...,   48.   48.   48.]	"[ 0.43022041  0.63800823  0.82724594 ...,  0.78760018  0.73600669
  0.54811363]"	"[ 0.40271898  0.48903603  0.5752961  ...,  1.28130029  1.13859723
  0.97275292]"
276	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00105189 -0.00755091 -0.00800699 ...,  0.00356327 -0.00157917
 -0.00148299]"	[ 768.  768.  768. ...,   48.   48.   48.]	"[ 0.53119342  0.7318786   0.80237158 ...,  0.13922509  0.68612471
  0.69800408]"	"[ 0.14085949  0.16174075  0.17903635 ...,  0.01420157  0.01042622
  0.00738684]"
277	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.02226808 -0.0392971  -0.02569254 ..., -0.03760382 -0.03388296
 -0.00542134]"	[  0.   0.   0. ...,  32.  48.  48.]	"[ 0.74963704  0.91955375  0.81063716 ...,  0.80873582  0.73187404
  0.53680956]"	"[ 1.01361694  1.15113588  1.12456712 ...,  3.52535836  3.15011822
  2.71571419]"
278	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00215908 -0.00873322 -0.00944293 ..., -0.00197819 -0.00217805
 -0.00060467]"	[  0.   0.   0. ...,  32.  32.  32.]	"[ 0.56568473  0.76144951  0.83157642 ...,  0.66504261  0.67353723
  0.55135526]"	"[ 0.13750569  0.15712305  0.17389778 ...,  0.02699494  0.02220285
  0.01744876]"
279	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00702809 -0.04429692 -0.0491765  ..., -0.06295414 -0.05704036
 -0.01830561]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.53650134  0.731935    0.80884819 ...,  0.89748745  0.80096388
  0.59766023]"	"[ 4.64800236  5.39163983  6.03519897 ...,  4.87567617  4.60442574
  4.11877265]"
280	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ -5.02139125e-06  -2.27470089e-03  -3.02490961e-03 ...,  -2.88343200e-02
  -2.47240101e-02  -3.82076564e-03]"	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.50041779  0.69074795  0.81173421 ...,  0.83642238  0.73677135
  0.53618766]"	"[ 0.01683403  0.01992971  0.02248548 ...,  1.72715203  1.55970083
  1.35913868]"
281	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00309355 -0.02062721 -0.02241698 ..., -0.01473795 -0.01444118
 -0.00284652]"	[ 768.  257.  257. ...,   48.   48.   32.]	"[ 0.53338408  0.72597759  0.79537127 ...,  0.80976258  0.74482951
  0.54696254]"	"[ 1.07766559  1.25182957  1.40745488 ...,  0.62776087  0.56269898
  0.49924008]"
282	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	[-0.00537146 -0.03431531 -0.0379039  ..., -0.00634619 -0.0076942  -0.0017863 ]	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.53581514  0.73153439  0.80804678 ...,  0.79072623  0.77925474
  0.56258073]"	"[ 2.83473146  3.28230096  3.66628052 ...,  0.12158972  0.11291444
  0.10129982]"
283	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00639923 -0.01919917 -0.01643879 ..., -0.04679086 -0.04052727
 -0.00451282]"	[  0.   0.   0. ...,  56.  56.  24.]	"[ 0.60761321  0.8244591   0.81734877 ...,  0.81218627  0.72357005
  0.52450243]"	"[ 0.47337887  0.52437394  0.55867201 ...,  5.48811232  4.89832214
  4.23656713]"
284	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00720705 -0.04500094 -0.04986132 ..., -0.04897345 -0.04436936
 -0.00769086]"	[ 0.  0.  0. ...,  8.  8.  8.]	"[ 0.5368753   0.73208098  0.80828969 ...,  0.84803698  0.75155595
  0.54182567]"	"[ 4.78310683  5.54827202  6.20970852 ...,  5.09991181  4.73363148
  4.03987843]"
285	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00538864 -0.03470302 -0.03859265 ..., -0.01458096 -0.01646664
 -0.00368205]"	[ 769.  769.  769. ...,   56.   48.   48.]	"[ 0.53527238  0.72894966  0.80692159 ...,  0.80707657  0.76860002
  0.55795129]"	"[ 2.91603178  3.35946507  3.77338609 ...,  0.5796665   0.53784993
  0.4881047 ]"
286	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00196056 -0.01276332 -0.01844453 ..., -0.01891748 -0.01335408
 -0.00093995]"	[ 257.  257.    0. ...,    0.    0.    0.]	"[ 0.47508976  0.66445681  0.78052057 ...,  0.82582301  0.70325989
  0.51448668]"	"[ 0.78361485  0.94987762  1.10682372 ...,  0.73280917  0.63776239
  0.52953153]"
287	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00323639 -0.01704078 -0.01698473 ..., -0.01903365 -0.02216219
 -0.00738922]"	[ 257.  257.  257. ...,   16.    0.    0.]	"[ 0.54513062  0.7385441   0.78915223 ...,  0.85632335  0.83464899
  0.60965097]"	"[ 0.64325234  0.7422592   0.83430503 ...,  0.59511153  0.58077632
  0.54770365]"
288	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00032913 -0.00415536 -0.00555533 ..., -0.03100461 -0.01722486
  0.00772417]"	[ 768.  769.  769. ...,    8.    8.   56.]	"[ 0.51870198  0.74019751  0.89722572 ...,  0.79595079  0.63879981
  0.43734562]"	"[ 0.0398699   0.04529203  0.0496855  ...,  2.30936344  1.97200776
  1.73378275]"
289	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00390246 -0.02396626 -0.0256553  ..., -0.02944168 -0.02645451
 -0.00391107]"	[  0.   0.   0. ...,  56.  24.  24.]	"[ 0.53827876  0.74088379  0.81750281 ...,  0.80455489  0.72454362
  0.53271274]"	"[ 1.2994747   1.47276727  1.63043589 ...,  2.27786678  2.03307323
  1.75322393]"
290	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00557292 -0.03533596 -0.0391269  ..., -0.00655686 -0.00599603
 -0.00092689]"	[ 769.  769.  769. ...,   56.   40.   40.]	"[ 0.53644126  0.73286596  0.80823147 ...,  0.80495214  0.73799785
  0.53670886]"	"[ 2.94152968  3.41608996  3.82231599 ...,  0.10750282  0.09591891
  0.08284055]"
291	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00123429 -0.01803214 -0.02248132 ..., -0.00353505 -0.00337852
  0.0002176 ]"	[ 769.  769.  769. ...,   48.   48.   56.]	"[ 0.51417644  0.71022912  0.8214681  ...,  0.70848851  0.67394867
  0.48880765]"	"[ 0.90417931  1.05351393  1.18532278 ...,  0.06688171  0.05656308
  0.04822974]"
292	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01183667 -0.0242974  -0.01411821 ..., -0.00954898 -0.01148382
 -0.00246589]"	[  0.   0.   0. ...,  56.   8.   0.]	"[ 0.72307257  0.9362638   0.76319771 ...,  0.70457665  0.6766559
  0.53761118]"	"[ 0.35094651  0.39221785  0.3768611  ...,  0.54916035  0.48731146
  0.41949334]"
293	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00130049 -0.00383444 -0.00283293 ..., -0.00379083 -0.00360942
 -0.00090622]"	[ 513.  769.  769. ...,    8.    8.    8.]	"[ 0.60439282  0.81301737  0.77068643 ...,  0.89324876  0.78747539
  0.57159724]"	"[ 0.02271214  0.02559765  0.02793236 ...,  0.02063529  0.01975845
  0.01792797]"
294	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00014609 -0.00491144 -0.00504951 ..., -0.00405991 -0.00316987
 -0.0002896 ]"	[ 769.  769.  769. ...,    0.    0.    8.]	"[ 0.50615954  0.70790107  0.74486345 ...,  0.83475513  0.71945866
  0.52002043]"	"[ 0.07696953  0.09033197  0.10393581 ...,  0.03328896  0.02958159
  0.02560507]"
295	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00534342 -0.02059005 -0.02099498 ..., -0.01304686 -0.01173206
 -0.00193464]"	[ 0.  0.  0. ...,  8.  8.  8.]	"[ 0.56854549  0.7616876   0.8135541  ...,  0.82765008  0.74885989
  0.54061679]"	"[ 0.76655758  0.89716402  0.99463584 ...,  0.37811798  0.34078171
  0.29520274]"
296	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01101109 -0.02798575 -0.02313406 ..., -0.00467643 -0.00290969
  0.00014822]"	[  0.   0.   0. ...,  40.  56.  24.]	"[ 0.67142165  0.89960578  0.82019184 ...,  0.87019301  0.68173496
  0.49100819]"	"[ 0.50011903  0.5413124   0.53452986 ...,  0.03583826  0.03301688
  0.02680483]"
297	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00217955 -0.01670189 -0.01787291 ..., -0.01721488 -0.02189646
 -0.00333133]"	[  1.   1.   1. ...,  56.  56.  56.]	"[ 0.52646524  0.70467704  0.76782893 ...,  0.77395107  0.78884094
  0.54045284]"	"[ 0.80248162  0.94165486  1.06958458 ...,  1.35662235  1.26127266
  1.12984538]"
298	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ -9.81272856e-05  -1.08868524e-03  -9.56687223e-04 ...,  -1.82493783e-03
  -2.11684353e-03  -7.72246970e-04]"	[ 769.  769.  769. ...,    8.    8.    8.]	"[ 0.51663842  0.68859723  0.69333305 ...,  0.75875157  0.75086194
  0.59535158]"	"[ 0.00456436  0.00542671  0.0063828  ...,  0.01077253  0.00971907
  0.00811582]"
299	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00351516 -0.02456948 -0.02729831 ..., -0.0141531  -0.01506081
 -0.00471264]"	[ 769.  768.  768. ...,    0.    0.    0.]	"[ 0.53249678  0.72952123  0.80470064 ...,  0.80687858  0.77537166
  0.5867877 ]"	"[ 1.45926733  1.70018757  1.9026817  ...,  0.47183739  0.42843611
  0.37296619]"
300	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00805555 -0.02013452 -0.01490911 ..., -0.0492713  -0.04495212
 -0.00753794]"	[  0.   0.   0. ...,  40.   8.   0.]	"[ 0.64019363  0.85297785  0.81897655 ...,  0.80743995  0.7336717
  0.53886915]"	"[ 0.38003579  0.40918732  0.41455396 ...,  6.12202302  5.47635396
  4.72200816]"
301	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00433285 -0.0188036  -0.0213418  ..., -0.0009176  -0.00149061
 -0.00032161]"	[  0.   0.   0. ...,  56.  48.  48.]	"[ 0.56134776  0.76787501  0.85724739 ...,  0.72390541  0.79818297
  0.56139141]"	"[ 0.61650679  0.7062041   0.76551891 ...,  0.00356236  0.00337045
  0.00299816]"
302	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00743893 -0.02932075 -0.03015207 ..., -0.01993228 -0.01371154
  0.00418248]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.56794763  0.76755736  0.82771197 ...,  0.84889553  0.68316148
  0.4496124 ]"	"[ 1.49548954  1.72648462  1.88981814 ...,  1.16251486  1.05598388
  0.87093438]"
303	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00100366 -0.00540108 -0.00632418 ..., -0.00575097 -0.00531346
 -0.00083376]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.54403005  0.73584937  0.83561    ...,  0.80238933  0.72691425
  0.5351132 ]"	"[ 0.06171949  0.07141578  0.07948471 ...,  0.08770031  0.07863273
  0.06812634]"
304	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01323918 -0.02666701 -0.00651561 ..., -0.04920438 -0.04482038
 -0.00744075]"	[  0.   0.   0. ...,  48.  32.   0.]	"[ 0.67965026  0.89678439  0.62574669 ...,  0.8076428   0.73237672
  0.53819506]"	"[ 0.69069941  0.58009366  0.54863774 ...,  6.08617975  5.44749496
  4.71070101]"
305	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00590302 -0.04004541 -0.04484427 ..., -0.04607476 -0.04146113
 -0.0062418 ]"	[ 769.  769.  769. ...,   40.   40.   40.]	"[ 0.5332627   0.72759911  0.80542588 ...,  0.80978087  0.73139869
  0.53442279]"	"[ 3.95416725  4.59931941  5.16440965 ...,  5.37461633  4.80587498
  4.15340154]"
306	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00273105 -0.00509971 -0.00189629 ..., -0.01989445 -0.01782959
 -0.00251319]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.76218822  0.9725016   0.70253409 ...,  0.79418155  0.72153096
  0.53109812]"	"[ 0.01142822  0.01211404  0.01132162 ...,  1.07397774  0.95139932
  0.81228165]"
307	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00457898 -0.03172097 -0.03549543 ..., -0.01988325 -0.00424721
  0.01497683]"	[ 769.  769.  769. ...,   56.   56.   56.]	"[ 0.53287217  0.73028606  0.80937356 ...,  0.73824536  0.54311823
  0.35455185]"	"[ 2.44436631  2.83327468  3.17001264 ...,  1.89968091  1.57028629
  1.1661811 ]"
308	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00322499 -0.02140182 -0.02388746 ..., -0.04109186 -0.0371083
 -0.00594951]"	[ 769.  769.  769. ...,   48.   56.   56.]	"[ 0.5339479   0.72723766  0.80459719 ...,  0.80933435  0.73245002
  0.53694076]"	"[ 1.1264111   1.30896857  1.46843527 ...,  4.21453778  3.76556754
  3.24625026]"
309	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.02090071 -0.02559016 -0.01389315 ..., -0.04181083 -0.03671295
 -0.00465619]"	[ 512.  513.  769. ...,   24.   16.   16.]	"[ 0.93581596  0.94970004  0.80858503 ...,  0.80786059  0.72408634
  0.52804015]"	"[ 0.26178552  0.32619229  0.28203449 ...,  4.43615427  3.96185039
  3.40964057]"
310	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01156946 -0.01788106 -0.00966007 ..., -0.01555981 -0.01670093
 -0.00467318]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.70044777  0.82030253  0.75306186 ...,  0.84090405  0.79251221
  0.58137113]"	"[ 0.32718542  0.3946558   0.36145874 ...,  0.47772851  0.44965399
  0.39974832]"
311	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00593786 -0.0434813  -0.05145133 ..., -0.04601721 -0.04139395
 -0.00642077]"	[ 256.  256.    0. ...,   56.   56.   56.]	"[ 0.53236182  0.73702655  0.8312369  ...,  0.80596958  0.72955532
  0.53530583]"	"[ 4.26115706  4.94705415  5.51949036 ...,  5.40554445  4.82098907
  4.15131676]"
312	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00603847 -0.03785184 -0.04206769 ...,  0.02799556  0.01849146
  0.02293611]"	[ 513.  513.  513. ...,    8.   24.   24.]	"[ 0.53665738  0.73145741  0.80858156 ..., -0.05234999 -0.10259939
 -0.06333983]"	"[ 3.39054846  3.93069562  4.40314627 ...,  0.31557815  0.4019863
  0.36994815]"
313	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00814838 -0.0252012  -0.0159046  ..., -0.01323995 -0.00998512
  0.00942124]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.61272319  0.86529708  0.78116914 ...,  0.62653529  0.5817904
  0.42548602]"	"[ 0.62337618  0.6368701   0.63107991 ...,  2.91692085  2.34843843
  1.94906265]"
314	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[  9.05808586e-04  -1.02234783e-02  -1.50718130e-02 ...,   8.25853724e-04
   1.96918702e-04   7.23429365e-05]"	[ 768.  769.  769. ...,   24.    8.    8.]	"[ 0.48360229  0.69031743  0.8480303  ...,  0.20914519  0.42398576
  0.46848005]"	"[  3.68051581e-01   4.32005107e-01   4.90800006e-01 ...,   7.42934116e-04
   5.79297304e-04   4.48390555e-04]"
315	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00747227 -0.04552904 -0.05118155 ..., -0.04981392 -0.04495567
 -0.00719328]"	[   1.    0.  512. ...,   56.   56.   56.]	"[ 0.53817303  0.73401801  0.81584876 ...,  0.80827128  0.73183853
  0.53680222]"	"[ 4.77566631  5.536778    6.18067715 ...,  6.20970491  5.54827107
  4.78310667]"
316	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0001419  -0.00169826 -0.00192246 ..., -0.01220914 -0.01140939
 -0.00179325]"	[ 769.  769.  513. ...,   40.   56.   48.]	"[ 0.51727204  0.70251352  0.75737688 ...,  0.78634967  0.72593976
  0.53541564]"	"[ 0.00902709  0.01102477  0.01282796 ...,  0.42674861  0.37754217
  0.32369524]"
317	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00353866 -0.01826888 -0.02088974 ..., -0.0037288  -0.00280688
  0.00047179]"	[  0.   0.   0. ...,  24.  24.  24.]	[ 0.54968135  0.76216165  0.86531503 ...,  0.75821801  0.6644529   0.4728195 ]	"[ 0.63751953  0.71036374  0.77093961 ...,  0.05428614  0.0465603
  0.03857643]"
318	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00057982 -0.00656161 -0.00790216 ..., -0.00251861 -0.00201553
  0.00028412]"	[  1.   0.   1. ...,  56.  56.  56.]	"[ 0.51891274  0.71490616  0.80804395 ...,  0.74286178  0.66335697
  0.47758631]"	"[ 0.11707351  0.13696789  0.15513128 ...,  0.02673616  0.02303465
  0.01940498]"
319	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00647919 -0.03053029 -0.03258639 ..., -0.01519656 -0.01274227
 -0.00184997]"	[  0.   0.   1. ...,  24.  56.  24.]	"[ 0.5515946   0.74355739  0.81265522 ...,  0.82423546  0.72850203
  0.5332532 ]"	"[ 1.95703001  2.25792063  2.51406742 ...,  0.49624837  0.44214295
  0.37889716]"
320	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00015651 -0.00358267 -0.00407598 ..., -0.00971114 -0.01163727
 -0.00342195]"	[ 257.  513.  513. ...,   48.   48.   48.]	"[ 0.50861185  0.70552585  0.78874147 ...,  0.78024849  0.77596482
  0.58053518]"	"[ 0.04143306  0.04778689  0.0533799  ...,  0.28516475  0.2624318
  0.22376997]"
